STT,dropoff_longitude,dropoff_latitude,DOcity,DOdistrict
6173,-73.97855,40.76005,New York,Midtown Center
6174,-73.97328,40.74763,New York,Murray Hill
6175,-73.99674,40.76101,New York,Clinton
6176,-73.98234,40.77162,New York,Lincoln Square
6177,-73.90667,40.7647,Astoria,Astoria
6178,-73.98076,40.77992,New York,Upper West Side
6179,-73.97137,40.75451,New York,Turtle Bay
6180,-73.96859,40.76173,New York,Midtown Center
6181,-73.97977,40.74608,New York,Kips Bay
6182,-73.91481,40.87908,Bronx,Spuyten Duyvil
6183,-73.96815,40.7873,New York,Upper West Side
6184,-73.97025,40.76555,New York,Upper East Side
6185,-74.00002,40.75741,New York,Hells Kitchen
6186,-73.98252,40.77164,New York,Lincoln Square
6187,-73.98557,40.75243,New York,Midtown South Central
6188,-73.90439,40.77505,Astoria,Ditmars Steinway
6189,-73.9449,40.71743,Brooklyn,Greenpoint
6190,-73.95795,40.78206,New York,Upper East Side
6191,-74.0046,40.72854,New York,West Village
6192,0,0,,
6193,-73.96566,40.79054,New York,Upper West Side
6194,-74.00821,40.74478,New York,Chelsea
6195,-73.96849,40.7665,New York,Upper East Side
6196,-73.98582,40.74413,New York,Midtown South Central
6197,-73.99292,40.73383,New York,Greenwich Village
6198,-73.98389,40.744,New York,Midtown South Central
6199,-73.99144,40.74978,New York,Chelsea
6200,-73.97984,40.74309,New York,Kips Bay
6201,-73.9523,40.74242,Long Island City,Hunters Point
6202,-73.87248,40.77445,Flushing,
6203,-73.98816,40.72823,New York,East Village
6204,-73.9603,40.77036,New York,Upper East Side
6205,-73.97574,40.74932,New York,Murray Hill
6206,-73.9616,40.77004,New York,Upper East Side
6207,-73.9716,40.78636,New York,Upper West Side
6208,-73.9557,40.76405,New York,Upper East Side
6209,-73.99595,40.72349,New York,Nolita
6210,-73.98332,40.73852,New York,Gramercy Park
6211,-73.98691,40.76109,New York,Theater District-Times Square
6212,-73.96405,40.76777,New York,Upper East Side
6213,-73.9903,40.74589,New York,Midtown South Central
6214,-74.00641,40.73963,New York,West Village
6215,-73.97196,40.76212,New York,Midtown Center
6216,-73.98514,40.73621,New York,Gramercy Park
6217,-73.97222,40.74968,New York,Murray Hill
6218,-73.97231,40.74997,New York,Turtle Bay
6219,-73.98721,40.69465,Brooklyn,Downtown Brooklyn
6220,-74.00762,40.73417,New York,West Village
6221,-74.00682,40.72996,New York,West Village
6222,-73.9545,40.77807,New York,Yorkville
6223,-74.00415,40.73404,New York,West Village
6224,-73.99387,40.74994,New York,Chelsea
6225,-73.981,40.72801,New York,East Village
6226,-73.97823,40.74583,New York,Murray Hill
6227,-73.97876,40.75878,New York,Midtown Center
6228,-73.98696,40.75221,New York,Garment District
6229,-74.01443,40.70986,New York,Financial District
6230,-73.99567,40.73589,New York,Greenwich Village
6231,-73.97918,40.73108,New York,Stuyvesant Town
6232,-73.974,40.7629,New York,Midtown Center
6233,-74.00534,40.74181,New York,Chelsea
6234,-73.97622,40.72777,New York,East Village
6235,-73.97173,40.74965,New York,Turtle Bay
6236,-73.97267,40.75925,New York,Midtown Center
6237,-73.98845,40.7377,New York,Flatiron District
6238,-73.96536,40.75517,New York,Turtle Bay
6239,-73.97577,40.75533,New York,Midtown Center
6240,-73.97975,40.75353,New York,Midtown Center
6241,-74.00544,40.72821,New York,Soho
6242,-74.00243,40.73999,New York,Chelsea
6243,-73.97356,40.75468,New York,Midtown Center
6244,-73.95201,40.82295,New York,Hamilton Heights
6245,-73.98766,40.77947,New York,Lincoln Square
6246,-74.01561,40.71173,New York,Battery Park City
6247,-73.99905,40.72637,New York,Soho
6248,-73.97885,40.72169,New York,East Village
6249,-73.98825,40.7443,New York,Midtown South Central
6250,-74.00765,40.70495,New York,Financial District
6251,-73.98731,40.75054,New York,Garment District
6252,-73.99246,40.74307,New York,Midtown South Central
6253,-73.98584,40.72225,New York,East Village
6254,-73.99097,40.7593,New York,Clinton
6255,-73.99231,40.73553,New York,Greenwich Village
6256,-73.98688,40.73873,New York,Gramercy Park
6257,-73.92899,40.81245,Bronx,Mott Haven
6258,-73.98316,40.77344,New York,Lincoln Square
6259,-73.98046,40.76495,New York,Clinton
6260,-73.98206,40.77649,New York,Lincoln Square
6261,-73.99152,40.74971,New York,Chelsea
6262,-73.98201,40.76267,New York,Theater District-Times Square
6263,-73.9822,40.77338,New York,Lincoln Square
6264,-73.97973,40.7513,New York,Midtown South Central
6265,-73.97542,40.78943,New York,Upper West Side
6266,-73.98408,40.76209,New York,Theater District-Times Square
6267,-73.97772,40.75194,New York,Murray Hill
6268,-73.78953,40.64713,Jamaica,
6269,-74.00267,40.76064,New York,Hells Kitchen
6270,-73.9796,40.77955,New York,Upper West Side
6271,-73.97252,40.76491,New York,Upper East Side
6272,-73.9619,40.7768,New York,Upper East Side
6273,-73.98418,40.75817,New York,Theater District-Times Square
6274,-73.9318,40.77426,Astoria,Astoria
6275,-73.96243,40.7561,New York,Sutton Place
6276,-73.97396,40.76301,New York,Midtown Center
6277,-73.99927,40.72045,New York,Chinatown
6278,-73.98262,40.77173,New York,Lincoln Square
6279,-73.97618,40.78599,New York,Upper West Side
6280,-73.98564,40.72917,New York,East Village
6281,-73.95433,40.76387,New York,Upper East Side
6282,-73.97141,40.75942,New York,Midtown Center
6283,-73.98879,40.76931,New York,Clinton
6284,-73.97549,40.71745,New York,Lower East Side
6285,-74.01204,40.72026,New York,Tribeca
6286,-73.90111,40.75967,Woodside,Woodside
6287,-73.98068,40.7381,New York,Kips Bay
6288,-73.99128,40.59865,Brooklyn,Gravesend
6289,-73.98731,40.74963,New York,Koreatown
6290,-74.01315,40.71731,New York,Battery Park City
6291,-73.96145,40.76682,New York,Upper East Side
6292,-73.95603,40.7761,New York,Upper East Side
6293,-74.00032,40.73474,New York,West Village
6294,-74.00532,40.74655,New York,Chelsea
6295,-73.97986,40.66355,Brooklyn,Park Slope
6296,-73.96135,40.77949,New York,Upper East Side
6297,-73.94169,40.70826,Brooklyn,East Williamsburg
6298,-74.00754,40.75228,New York,Chelsea
6299,-73.9925,40.73017,New York,Noho
6300,-74.13066,40.96119,Glen Rock,
6301,0,0,,
6302,-73.96211,40.77917,New York,Upper East Side
6303,0,0,,
6304,-73.98735,40.77089,New York,Lincoln Square
6305,-73.99026,40.73179,New York,Greenwich Village
6306,-74.00183,40.74038,New York,Chelsea
6307,-73.9682,40.75996,New York,Midtown Center
6308,-73.95253,40.78082,New York,Yorkville
6309,-74.00305,40.7235,New York,Soho
6310,-73.97355,40.74808,New York,Murray Hill
6311,-73.98246,40.77069,New York,Lincoln Square
6312,-73.98094,40.76377,New York,Clinton
6313,-73.90217,40.77275,Astoria,Ditmars Steinway
6314,-73.93927,40.84087,New York,Washington Heights South
6315,-73.97595,40.75399,New York,Midtown Center
6316,-73.99489,40.75004,New York,Chelsea
6317,-73.98709,40.72941,New York,East Village
6318,-73.98447,40.76758,New York,Clinton
6319,-74.00165,40.73942,New York,Chelsea
6320,-73.99291,40.74268,New York,Flatiron District
6321,-73.87314,40.72016,Middle Village,Middle Village
6322,-73.98009,40.7466,New York,Murray Hill
6323,-73.9725,40.7467,New York,Murray Hill
6324,-73.99668,40.72044,New York,Little Italy
6325,-74.00196,40.72809,New York,Greenwich Village
6326,-73.98779,40.76148,New York,Clinton
6327,-73.99643,40.73645,New York,Greenwich Village
6328,-73.99209,40.76418,New York,Clinton
6329,-73.96175,40.75993,New York,Upper East Side
6330,-73.96196,40.77017,New York,Upper East Side
6331,-73.99001,40.77236,New York,Lincoln Square
6332,-73.96934,40.79054,New York,Upper West Side
6333,-73.97617,40.74867,New York,Murray Hill
6334,-73.9694,40.69114,Brooklyn,Clinton Hill
6335,-73.96721,40.60854,Brooklyn,Sheepshead Bay
6336,-73.98145,40.75444,New York,Midtown Center
6337,-73.95913,40.77839,New York,Upper East Side
6338,-73.96914,40.76378,New York,Upper East Side
6339,-73.98604,40.73449,New York,Gramercy Park
6340,-73.98775,40.73178,New York,East Village
6341,-73.99847,40.72249,New York,Soho
6342,-74.00265,40.7154,New York,Chinatown
6343,-73.99266,40.74323,New York,Chelsea
6344,-73.97917,40.7446,New York,Kips Bay
6345,-73.97719,40.78485,New York,Upper West Side
6346,-73.98107,40.78247,New York,Upper West Side
6347,-73.98477,40.72889,New York,East Village
6348,-73.99128,40.74966,New York,Chelsea
6349,-73.96531,40.75832,New York,Turtle Bay
6350,-73.99239,40.73777,New York,Flatiron District
6351,-73.98977,40.75243,New York,Garment District
6352,-73.98426,40.75922,New York,Theater District-Times Square
6353,-73.97651,40.75999,New York,Midtown Center
6354,0,0,,
6355,-73.97498,40.75192,New York,Midtown Center
6356,-73.93962,40.80864,New York,East Harlem
6357,-73.97898,40.76503,New York,Clinton
6358,-73.94717,40.78932,New York,East Harlem
6359,-73.91623,40.76665,Astoria,Astoria
6360,-73.99106,40.75019,New York,Chelsea
6361,-73.94845,40.77818,New York,Yorkville
6362,-73.96687,40.69316,Brooklyn,Clinton Hill
6363,-74.00942,40.72286,New York,Tribeca
6364,-74.18429,40.68943,Newark,
6365,-73.95735,40.71173,Brooklyn,Williamsburg
6366,-73.95462,40.77788,New York,Yorkville
6367,-73.94671,40.82633,New York,Harlem
6368,-73.98299,40.77676,New York,Lincoln Square
6369,-73.96768,40.80044,New York,Upper West Side
6370,-73.98586,40.75333,New York,Garment District
6371,-73.99431,40.72463,New York,Nolita
6372,-73.97727,40.74678,New York,Murray Hill
6373,-73.96988,40.7577,New York,Midtown Center
6374,-73.98936,40.72686,New York,East Village
6375,-73.78359,40.64369,Jamaica,
6376,-73.98718,40.7191,New York,Lower East Side
6377,-73.96079,40.71788,Brooklyn,Greenpoint
6378,-73.99343,40.73631,New York,Greenwich Village
6379,-74.00183,40.72357,New York,Soho
6380,-73.99368,40.74587,New York,Chelsea
6381,-73.94655,40.77668,New York,Yorkville
6382,-73.93866,40.83377,New York,Washington Heights South
6383,-73.98054,40.75072,New York,Midtown South Central
6384,-73.97634,40.78811,New York,Upper West Side
6385,-73.97195,40.79456,New York,Upper West Side
6386,-73.94261,40.70388,Brooklyn,East Williamsburg
6387,-73.94925,40.78183,New York,Yorkville
6388,-73.97115,40.75966,New York,Midtown Center
6389,-73.99799,40.67789,Brooklyn,Carroll Gardens
6390,-73.98486,40.7684,New York,Clinton
6391,-73.98028,40.75378,New York,Midtown Center
6392,-73.96622,40.79327,New York,Upper West Side
6393,-73.98082,40.74222,New York,Kips Bay
6394,-73.97142,40.78708,New York,Upper West Side
6395,-73.98166,40.74542,New York,Kips Bay
6396,-73.99031,40.75638,New York,Theater District-Times Square
6397,-73.97341,40.74775,New York,Murray Hill
6398,-73.95154,40.80439,New York,Harlem
6399,-73.99334,40.74404,New York,Chelsea
6400,-73.97773,40.78692,New York,Upper West Side
6401,-74.00401,40.74286,New York,Chelsea
6402,-73.95414,40.77298,New York,Yorkville
6403,-73.99085,40.75604,New York,Garment District
6404,-73.9719,40.76218,New York,Midtown Center
6405,-74.00125,40.72599,New York,Soho
6406,-73.97857,40.76692,New York,Clinton
6407,-73.95791,40.77334,New York,Upper East Side
6408,-73.97857,40.78342,New York,Upper West Side
6409,-73.98837,40.7376,New York,Flatiron District
6410,-73.98811,40.76889,New York,Clinton
6411,-73.95525,40.76883,New York,Upper East Side
6412,-74.00232,40.76057,New York,Hells Kitchen
6413,-73.98959,40.72986,New York,East Village
6414,-73.92349,40.69519,Brooklyn,Bushwick
6415,-74.01026,40.71534,New York,Tribeca
6416,-73.98561,40.73544,New York,Gramercy Park
6417,-73.97226,40.7849,New York,Upper West Side
6418,-73.98463,40.73859,New York,Gramercy Park
6419,-73.99172,40.72629,New York,East Village
6420,-73.983,40.72678,New York,East Village
6421,-73.96771,40.75618,New York,Turtle Bay
6422,-73.99598,40.7329,New York,Greenwich Village
6423,-73.97973,40.73982,New York,Kips Bay
6424,-73.9912,40.7331,New York,Greenwich Village
6425,-73.99391,40.75673,New York,Hells Kitchen
6426,-73.99517,40.7223,New York,Nolita
6427,-73.95342,40.7674,New York,Upper East Side
6428,-74.0003,40.72094,New York,Chinatown
6429,-73.95577,40.76609,New York,Upper East Side
6430,-73.96135,40.76052,New York,Upper East Side
6431,-73.9905,40.76812,New York,Clinton
6432,-74.00835,40.74629,New York,Chelsea
6433,-73.98559,40.78042,New York,Upper West Side
6434,-73.94553,40.83467,New York,Washington Heights South
6435,-74.00042,40.71996,New York,Chinatown
6436,-74.00097,40.7467,New York,Chelsea
6437,-73.9892,40.72648,New York,East Village
6438,-73.98394,40.73204,New York,Gramercy Park
6439,-74.00185,40.70937,New York,Financial District
6440,-73.96852,40.76063,New York,Midtown Center
6441,-73.98088,40.75609,New York,Midtown Center
6442,-73.96993,40.76198,New York,Midtown Center
6443,-73.98821,40.7394,New York,Flatiron District
6444,-73.9823,40.74758,New York,Midtown South Central
6445,-73.98797,40.72821,New York,East Village
6446,-73.99603,40.72666,New York,Greenwich Village
6447,-73.98815,40.72876,New York,East Village
6448,-73.99555,40.69137,Brooklyn,
6449,-73.99998,40.74601,New York,Chelsea
6450,-73.97849,40.76269,New York,Midtown Center
6451,-73.94915,40.75045,Long Island City,Long Island City
6452,-74.00395,40.74781,New York,Chelsea
6453,-73.98761,40.74067,New York,Flatiron District
6454,-73.98506,40.76111,New York,Theater District-Times Square
6455,-73.99138,40.73915,New York,Flatiron District
6456,-73.97339,40.75957,New York,Midtown Center
6457,-73.99232,40.75901,New York,Clinton
6458,-73.97602,40.73254,New York,Stuyvesant Town
6459,-73.88318,40.72577,Middle Village,Middle Village
6460,-74.00068,40.74746,New York,Chelsea
6461,-73.96309,40.77189,New York,Upper East Side
6462,-73.976,40.74036,New York,Kips Bay
6463,-73.96062,40.78077,New York,Upper East Side
6464,-73.9954,40.72163,New York,Nolita
6465,0,0,,
6466,-74.00026,40.73051,New York,Greenwich Village
6467,-73.96207,40.77822,New York,Upper East Side
6468,-73.97732,40.74968,New York,Murray Hill
6469,-73.94102,40.79336,New York,East Harlem
6470,-73.96771,40.75969,New York,Turtle Bay
6471,-73.98941,40.77315,New York,Lincoln Square
6472,-73.99612,40.68422,Brooklyn,Cobble Hill
6473,-73.99378,40.75688,New York,Hells Kitchen
6474,-73.98723,40.76105,New York,Clinton
6475,-73.98368,40.74104,New York,Kips Bay
6476,-73.96662,40.75658,New York,Turtle Bay
6477,-73.95075,40.82594,New York,Hamilton Heights
6478,-73.97201,40.75549,New York,Midtown Center
6479,-73.97498,40.756,New York,Midtown Center
6480,-73.98185,40.75716,New York,Midtown Center
6481,-73.92894,40.70459,Brooklyn,Bushwick
6482,-73.9634,40.76873,New York,Upper East Side
6483,-73.98541,40.7678,New York,Clinton
6484,-73.96758,40.80273,New York,Upper West Side
6485,-73.8685,40.72477,Rego Park,Rego Park
6486,-73.97527,40.74083,New York,Kips Bay
6487,-73.98546,40.73854,New York,Gramercy Park
6488,-73.8878,40.87463,Bronx,Jeromes Park
6489,-73.99335,40.73104,New York,Greenwich Village
6490,-73.95829,40.76228,New York,Upper East Side
6491,-73.99224,40.74891,New York,Chelsea
6492,-73.9597,40.77428,New York,Upper East Side
6493,-73.95974,40.76937,New York,Upper East Side
6494,-74.01605,40.71073,New York,Battery Park City
6495,-73.98768,40.74482,New York,Midtown South Central
6496,-73.9781,40.75234,New York,Midtown Center
6497,-73.95842,40.78073,New York,Upper East Side
6498,-73.98976,40.75695,New York,Theater District-Times Square
6499,-73.97847,40.75233,New York,Midtown South Central
6500,-73.99486,40.75018,New York,Chelsea
6501,-73.98379,40.73795,New York,Gramercy Park
6502,-73.9603,40.76301,New York,Upper East Side
6503,-74.00723,40.70582,New York,Financial District
6504,-73.98131,40.78686,New York,Upper West Side
6505,-73.97506,40.76149,New York,Midtown Center
6506,-73.98599,40.76758,New York,Clinton
6507,-73.9769,40.74542,New York,Murray Hill
6508,-73.93344,40.79513,New York,East Harlem
6509,-73.95243,40.77223,New York,Upper East Side
6510,-73.97389,40.74914,New York,Murray Hill
6511,-73.96538,40.76879,New York,Upper East Side
6512,-73.99045,40.7462,New York,Chelsea
6513,-73.94358,40.77654,New York,Yorkville
6514,-73.96711,40.7615,New York,Midtown Center
6515,-73.98285,40.76697,New York,Clinton
6516,-73.99102,40.75005,New York,Chelsea
6517,-74.00022,40.72364,New York,Soho
6518,-73.99215,40.74942,New York,Chelsea
6519,-74.01328,40.7097,New York,Financial District
6520,-74.00022,40.73061,New York,Greenwich Village
6521,-73.98116,40.74453,New York,Kips Bay
6522,-74.00222,40.7611,New York,Hells Kitchen
6523,-73.98052,40.73527,New York,Gramercy Park
6524,-73.95191,40.76947,New York,Upper East Side
6525,-73.97998,40.74903,New York,Midtown South Central
6526,-73.95562,40.77951,New York,Upper East Side
6527,0,0,,
6528,-74.00334,40.71521,New York,Civic Center
6529,-73.98814,40.73843,New York,Flatiron District
6530,-73.95215,40.71191,Brooklyn,East Williamsburg
6531,-73.98852,40.74586,New York,Midtown South Central
6532,-73.9945,40.74547,New York,Chelsea
6533,-73.98767,40.76969,New York,Clinton
6534,-73.95238,40.77213,New York,Upper East Side
6535,-73.97367,40.75243,New York,Midtown Center
6536,0,0,,
6537,-73.97606,40.74468,New York,Kips Bay
6538,-73.97485,40.75252,New York,Midtown Center
6539,-73.976,40.78474,New York,Upper West Side
6540,-73.96411,40.77125,New York,Upper East Side
6541,-74.00999,40.72592,New York,Soho
6542,-73.97613,40.75195,New York,Midtown Center
